scene_id,disaster,origin,split,n_usable,img_pre,img_post,lab_post
hurricane-florence_00000303,hurricane-florence,tier1,train,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000303_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000303_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000303_post_disaster.json
hurricane-florence_00000306,hurricane-florence,tier1,train,30,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000306_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000306_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000306_post_disaster.json
hurricane-florence_00000308,hurricane-florence,tier1,train,11,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000308_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000308_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000308_post_disaster.json
hurricane-florence_00000309,hurricane-florence,tier1,train,21,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000309_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000309_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000309_post_disaster.json
hurricane-florence_00000312,hurricane-florence,tier1,train,11,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000312_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000312_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000312_post_disaster.json
hurricane-florence_00000314,hurricane-florence,tier1,train,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000314_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000314_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000314_post_disaster.json
hurricane-florence_00000329,hurricane-florence,tier1,train,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000329_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000329_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000329_post_disaster.json
hurricane-florence_00000338,hurricane-florence,tier1,train,11,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000338_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000338_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000338_post_disaster.json
hurricane-florence_00000340,hurricane-florence,tier1,train,22,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000340_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000340_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000340_post_disaster.json
hurricane-florence_00000360,hurricane-florence,tier1,train,111,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000360_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000360_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000360_post_disaster.json
hurricane-florence_00000368,hurricane-florence,tier1,train,11,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000368_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000368_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000368_post_disaster.json
hurricane-florence_00000374,hurricane-florence,tier1,train,112,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000374_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000374_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000374_post_disaster.json
hurricane-florence_00000381,hurricane-florence,tier1,train,7,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000381_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000381_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000381_post_disaster.json
hurricane-florence_00000393,hurricane-florence,tier1,train,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000393_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000393_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000393_post_disaster.json
hurricane-florence_00000398,hurricane-florence,tier1,train,28,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000398_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000398_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000398_post_disaster.json
hurricane-florence_00000399,hurricane-florence,tier1,train,35,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000399_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000399_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000399_post_disaster.json
hurricane-florence_00000401,hurricane-florence,tier1,train,6,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000401_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000401_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000401_post_disaster.json
hurricane-florence_00000404,hurricane-florence,tier1,train,14,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000404_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000404_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000404_post_disaster.json
hurricane-florence_00000405,hurricane-florence,tier1,train,30,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000405_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000405_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000405_post_disaster.json
hurricane-florence_00000410,hurricane-florence,tier1,train,19,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000410_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000410_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000410_post_disaster.json
hurricane-florence_00000411,hurricane-florence,tier1,train,32,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000411_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000411_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000411_post_disaster.json
hurricane-florence_00000416,hurricane-florence,tier1,train,56,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000416_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000416_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000416_post_disaster.json
hurricane-florence_00000428,hurricane-florence,tier1,train,38,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000428_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000428_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000428_post_disaster.json
hurricane-florence_00000436,hurricane-florence,tier1,train,12,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000436_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000436_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000436_post_disaster.json
hurricane-florence_00000438,hurricane-florence,tier1,train,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000438_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000438_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000438_post_disaster.json
hurricane-florence_00000444,hurricane-florence,tier1,train,14,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000444_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000444_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000444_post_disaster.json
hurricane-florence_00000445,hurricane-florence,tier1,train,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000445_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000445_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000445_post_disaster.json
hurricane-florence_00000452,hurricane-florence,tier1,train,17,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000452_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000452_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000452_post_disaster.json
hurricane-florence_00000453,hurricane-florence,tier1,train,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000453_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000453_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000453_post_disaster.json
hurricane-florence_00000459,hurricane-florence,tier1,train,56,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000459_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000459_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000459_post_disaster.json
hurricane-florence_00000461,hurricane-florence,tier1,train,12,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000461_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000461_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000461_post_disaster.json
hurricane-florence_00000462,hurricane-florence,tier1,train,27,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000462_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000462_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000462_post_disaster.json
hurricane-florence_00000475,hurricane-florence,tier1,train,34,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000475_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000475_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000475_post_disaster.json
hurricane-florence_00000498,hurricane-florence,tier1,train,19,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000498_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000498_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000498_post_disaster.json
hurricane-florence_00000508,hurricane-florence,tier1,train,11,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000508_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000508_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000508_post_disaster.json
hurricane-florence_00000510,hurricane-florence,tier1,train,29,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000510_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000510_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000510_post_disaster.json
hurricane-florence_00000529,hurricane-florence,tier1,train,19,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000529_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000529_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000529_post_disaster.json
hurricane-harvey_00000008,hurricane-harvey,tier1,train,39,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000008_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000008_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000008_post_disaster.json
hurricane-harvey_00000015,hurricane-harvey,tier1,train,175,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000015_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000015_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000015_post_disaster.json
hurricane-harvey_00000016,hurricane-harvey,tier1,train,35,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000016_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000016_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000016_post_disaster.json
hurricane-harvey_00000025,hurricane-harvey,tier1,train,156,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000025_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000025_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000025_post_disaster.json
hurricane-harvey_00000026,hurricane-harvey,tier1,train,24,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000026_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000026_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000026_post_disaster.json
hurricane-harvey_00000030,hurricane-harvey,tier1,train,88,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000030_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000030_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000030_post_disaster.json
hurricane-harvey_00000035,hurricane-harvey,tier1,train,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000035_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000035_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000035_post_disaster.json
hurricane-harvey_00000059,hurricane-harvey,tier1,train,33,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000059_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000059_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000059_post_disaster.json
hurricane-harvey_00000061,hurricane-harvey,tier1,train,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000061_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000061_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000061_post_disaster.json
hurricane-harvey_00000072,hurricane-harvey,tier1,train,9,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000072_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000072_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000072_post_disaster.json
hurricane-harvey_00000073,hurricane-harvey,tier1,train,13,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000073_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000073_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000073_post_disaster.json
hurricane-harvey_00000091,hurricane-harvey,tier1,train,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000091_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000091_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000091_post_disaster.json
hurricane-harvey_00000107,hurricane-harvey,tier1,train,12,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000107_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000107_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000107_post_disaster.json
hurricane-harvey_00000130,hurricane-harvey,tier1,train,6,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000130_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000130_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000130_post_disaster.json
hurricane-harvey_00000132,hurricane-harvey,tier1,train,259,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000132_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000132_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000132_post_disaster.json
hurricane-harvey_00000138,hurricane-harvey,tier1,train,35,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000138_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000138_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000138_post_disaster.json
hurricane-harvey_00000151,hurricane-harvey,tier1,train,34,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000151_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000151_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000151_post_disaster.json
hurricane-harvey_00000152,hurricane-harvey,tier1,train,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000152_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000152_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000152_post_disaster.json
hurricane-harvey_00000153,hurricane-harvey,tier1,train,57,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000153_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000153_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000153_post_disaster.json
hurricane-harvey_00000154,hurricane-harvey,tier1,train,32,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000154_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000154_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000154_post_disaster.json
hurricane-harvey_00000168,hurricane-harvey,tier1,train,165,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000168_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000168_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000168_post_disaster.json
hurricane-harvey_00000170,hurricane-harvey,tier1,train,207,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000170_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000170_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000170_post_disaster.json
hurricane-harvey_00000177,hurricane-harvey,tier1,train,76,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000177_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000177_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000177_post_disaster.json
hurricane-harvey_00000187,hurricane-harvey,tier1,train,19,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000187_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000187_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000187_post_disaster.json
hurricane-harvey_00000197,hurricane-harvey,tier1,train,101,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000197_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000197_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000197_post_disaster.json
hurricane-harvey_00000204,hurricane-harvey,tier1,train,14,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000204_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000204_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000204_post_disaster.json
hurricane-harvey_00000216,hurricane-harvey,tier1,train,124,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000216_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-harvey_00000216_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-harvey_00000216_post_disaster.json
